"date","state","dataQualityGrade","death","deathConfirmed","deathIncrease","deathProbable","hospitalized","hospitalizedCumulative","hospitalizedCurrently","hospitalizedIncrease","inIcuCumulative","inIcuCurrently","negative","negativeIncrease","negativeTestsAntibody","negativeTestsPeopleAntibody","negativeTestsViral","onVentilatorCumulative","onVentilatorCurrently","positive","positiveCasesViral","positiveIncrease","positiveScore","positiveTestsAntibody","positiveTestsAntigen","positiveTestsPeopleAntibody","positiveTestsPeopleAntigen","positiveTestsViral","recovered","totalTestEncountersViral","totalTestEncountersViralIncrease","totalTestResults","totalTestResultsIncrease","totalTestsAntibody","totalTestsAntigen","totalTestsPeopleAntibody","totalTestsPeopleAntigen","totalTestsPeopleViral","totalTestsPeopleViralIncrease","totalTestsViral","totalTestsViralIncrease"
"2020-04-29","CA","B",1887,,78,,,,5011,0,,1512,556639,24062,,,,,,46500,46500,1469,0,,,,,,,,0,603139,25531,,,,,,0,603139,25531
"2020-04-28","CA","B",1809,,54,,,,4983,0,,1485,532577,22632,,,,,,45031,,1567,0,,,,,,,,0,577608,24199,,,,,,0,577608,24199
"2020-04-27","CA","B",1755,,45,,,,4878,0,,1499,509945,26025,,,,,,43464,,1300,0,,,,,,,,0,553409,27325,,,,,,0,553409,27325
"2020-04-26","CA","B",1710,,59,,,,4928,0,,1473,483920,19022,,,,,,42164,,1027,0,,,,,,,,0,526084,20049,,,,,,0,526084,20049
"2020-04-25","CA","B",1651,,89,,,,4847,0,,1458,464898,9979,,,,,,41137,,1883,0,,,,,,,,0,506035,11862,,,,,,0,506035,11862
"2020-04-24","CA","B",1562,,93,,,,4880,0,,1521,454919,10191,,,,,,39254,,1885,0,,,,,,,,0,494173,12076,,,,,,0,494173,12076
"2020-04-23","CA","B",1469,,115,,,,4929,0,,1531,444728,14797,,,,,,37369,,1973,0,,,,,,,,0,482097,16770,,,,,,0,482097,16770
"2020-04-22","CA","B",1354,,86,,,,4984,0,,1551,429931,163092,,,,,,35396,,2135,0,,,,,,,,0,465327,165227,,,,,,0,465327,165227
"2020-04-21","CA","B",1268,,60,,,,4886,0,,1502,266839,7317,,,,,,33261,,2283,0,,,,,,,,0,300100,9600,,,,,,0,300100,9600
"2020-04-20","CA","B",1208,,42,,,,4674,0,,1480,259522,8955,,,,,,30978,,645,0,,,,,,,,0,290500,9600,,,,,,0,290500,9600
"2020-04-19","CA","B",1166,,94,,,,4731,0,,1457,250567,19864,,,,,,30333,,1370,0,,,,,,,,0,280900,21234,,,,,,0,280900,21234
"2020-04-18","CA","B",1072,,87,,,,4936,0,,1490,230703,6617,,,,,,28963,,1435,0,,,,,,,,0,259666,8052,,,,,,0,259666,8052
"2020-04-17","CA","B",985,,95,,,,4892,0,,1484,224086,3868,,,,,,27528,,1346,0,,,,,,,,0,251614,5214,,,,,,0,251614,5214
"2020-04-16","CA","B",890,,69,,,,5031,0,,1568,220218,28156,,,,,,26182,,1758,0,,,,,,,,0,246400,29914,,,,,,0,246400,29914
"2020-04-15","CA","B",821,,63,,,,5163,0,,1175,192062,13192,,,,,,24424,,1086,0,,,,,,,,0,216486,14278,,,,,,0,216486,14278
"2020-04-14","CA","B",758,,71,,,,5163,0,,1552,178870,10336,,,,,,23338,,990,0,,,,,,,,0,202208,11326,,,,,,0,202208,11326
"2020-04-13","CA","B",687,,36,,,,3015,0,,1178,168534,0,,,,,,22348,,554,0,,,,,,,,0,190882,554,,,,,,0,190882,554
"2020-04-12","CA","B",651,,42,,,,5234,0,,1539,168534,15930,,,,,,21794,,1179,0,,,,,,,,0,190328,17109,,,,,,0,190328,17109
"2020-04-11","CA","B",609,,68,,,,5236,0,,1591,152604,7213,,,,,,20615,,1143,0,,,,,,,,0,173219,8356,,,,,,0,173219,8356
"2020-04-10","CA","B",541,,49,,,,2897,0,,1145,145391,200,,,,,,19472,,1163,0,,,,,,,,0,164863,1363,,,,,,0,164863,1363
"2020-04-09","CA","B",492,,50,,,,2825,0,,1132,145191,17884,,,,,,18309,,1352,0,,,,,,,,0,163500,19236,,,,,,0,163500,19236
"2020-04-08","CA","B",442,,68,,,,2714,0,,1154,127307,11943,,,,,,16957,,1092,0,,,,,,,,0,144264,13035,,,,,,0,144264,13035
"2020-04-07","CA","B",374,,31,,,,2611,0,,1108,115364,12269,,,,,,15865,,1529,0,,,,,,,,0,131229,13798,,,,,,0,131229,13798
"2020-04-06","CA","B",343,,24,,,,2509,0,,1085,103095,0,,,,,,14336,,898,0,,,,,,,,0,117431,898,,,,,,0,117431,898
"2020-04-05","CA","B",319,,43,,,,2398,0,,1040,103095,1421,,,,,,13438,,1412,0,,,,,,,,0,116533,2833,,,,,,0,116533,2833
"2020-04-04","CA","B",276,,39,,,,2300,0,,1008,101674,77075,,,,,,12026,,1325,0,,,,,,,,0,113700,78400,,,,,,0,113700,78400
"2020-04-03","CA","B",237,,34,,,,2188,0,,901,24599,790,,,,,,10701,,1510,0,,,,,,,,0,35300,2300,,,,,,0,35300,2300
"2020-04-02","CA","B",203,,32,,,,1922,0,,816,23809,2037,,,,,,9191,,1036,0,,,,,,,,0,33000,3073,,,,,,0,33000,3073
"2020-04-01","CA","B",171,,18,,,,1855,0,,774,21772,0,,,,,,8155,,673,0,,,,,,,,0,29927,673,,,,,,0,29927,673
"2020-03-31","CA","B",153,,20,,,,1617,0,,657,21772,1223,,,,,,7482,,1035,0,,,,,,,,0,29254,2258,,,,,,0,29254,2258
"2020-03-30","CA","B",133,,10,,,,1432,0,,597,20549,0,,,,,,6447,,739,0,,,,,,,,0,26996,739,,,,,,0,26996,739
"2020-03-29","CA","B",123,,22,,,,1034,0,,410,20549,0,,,,,,5708,,1065,0,,,,,,,,0,26257,1065,,,,,,0,26257,1065
"2020-03-28","CA","B",101,,23,,,,1034,0,,410,20549,3169,,,,,,4643,,764,0,,,,,,,,0,25192,3933,,,,,,0,25192,3933
"2020-03-27","CA","B",78,,13,,,,746,0,,200,17380,0,,,,,,3879,,873,0,,,,,,,,0,21259,873,,,,,,0,21259,873
"2020-03-26","CA","B",65,,12,,,,,0,,,17380,1459,,,,,,3006,,651,0,,,,,,,,0,20386,2110,,,,,,0,20386,2110
"2020-03-25","CA","B",53,,13,,,,,0,,,15921,2469,,,,,,2355,,253,0,,,,,,,,0,18276,2722,,,,,,0,18276,2722
"2020-03-24","CA","B",40,,13,,,,,0,,,13452,885,,,,,,2102,,369,0,,,,,,,,0,15554,1254,,,,,,0,15554,1254
"2020-03-23","CA","B",27,,0,,,,,0,,,12567,1263,,,,,,1733,,197,0,,,,,,,,0,14300,1460,,,,,,0,14300,1460
"2020-03-22","CA",,27,,3,,,,,0,,,11304,55,,,,,,1536,,257,0,,,,,,,,0,12840,312,,,,,,0,12840,312
"2020-03-21","CA",,24,,4,,,,,0,,,11249,825,,,,,,1279,,216,0,,,,,,,,0,12528,1041,,,,,,0,12528,1041
"2020-03-20","CA",,20,,2,,,,,0,,,10424,1637,,,,,,1063,,139,0,,,,,,,,0,11487,1776,,,,,,0,11487,1776
"2020-03-19","CA",,18,,5,,,,,0,,,8787,806,,,,,,924,,313,0,,,,,,,,0,9711,1119,,,,,,0,9711,1119
"2020-03-18","CA",,13,,2,,,,,0,,,7981,0,,,,,,611,,128,0,,,,,,,,0,8592,128,,,,,,0,8592,128
"2020-03-17","CA",,11,,5,,,,,0,,,7981,0,,,,,,483,,148,0,,,,,,,,0,8464,148,,,,,,0,8464,148
"2020-03-16","CA",,6,,1,,,,,0,,,7981,7065,,,,,,335,,42,0,,,,,,,,0,8316,7107,,,,,,0,8316,7107
"2020-03-15","CA",,5,,0,,,,,0,,,916,0,,,,,,293,,41,0,,,,,,,,0,1209,41,,,,,,0,1209,41
"2020-03-14","CA",,5,,1,,,,,0,,,916,0,,,,,,252,,50,0,,,,,,,,0,1168,50,,,,,,0,1168,50
"2020-03-13","CA",,4,,0,,,,,0,,,916,0,,,,,,202,,0,0,,,,,,,,0,1118,0,,,,,,0,1118,0
"2020-03-12","CA",,4,,4,,,,,0,,,916,0,,,,,,202,,45,0,,,,,,,,0,1118,45,,,,,,0,1118,45
"2020-03-11","CA",,,,0,,,,,0,,,916,226,,,,,,157,,24,0,,,,,,,,0,1073,250,,,,,,0,1073,250
"2020-03-10","CA",,,,0,,,,,0,,,690,0,,,,,,133,,19,0,,,,,,,,0,823,19,,,,,,0,823,19
"2020-03-09","CA",,,,0,,,,,0,,,690,228,,,,,,114,,26,0,,,,,,,,0,804,254,,,,,,0,804,254
"2020-03-08","CA",,,,0,,,,,0,,,462,0,,,,,,88,,19,0,,,,,,,,0,550,19,,,,,,0,550,19
"2020-03-07","CA",,,,0,,,,,0,,,462,0,,,,,,69,,9,0,,,,,,,,0,531,9,,,,,,0,531,9
"2020-03-06","CA",,,,0,,,,,0,,,462,0,,,,,,60,,7,0,,,,,,,,0,522,7,,,,,,0,522,7
"2020-03-05","CA",,,,0,,,,,0,,,462,0,,,,,,53,,0,0,,,,,,,,0,515,0,,,,,,0,515,0
"2020-03-04","CA",,,,0,,,,,0,,,462,0,,,,,,53,,0,0,,,,,,,,0,515,0,,,,,,0,515,515
