"date","state","dataQualityGrade","death","deathConfirmed","deathIncrease","deathProbable","hospitalized","hospitalizedCumulative","hospitalizedCurrently","hospitalizedIncrease","inIcuCumulative","inIcuCurrently","negative","negativeIncrease","negativeTestsAntibody","negativeTestsPeopleAntibody","negativeTestsViral","onVentilatorCumulative","onVentilatorCurrently","positive","positiveCasesViral","positiveIncrease","positiveScore","positiveTestsAntibody","positiveTestsAntigen","positiveTestsPeopleAntibody","positiveTestsPeopleAntigen","positiveTestsViral","recovered","totalTestEncountersViral","totalTestEncountersViralIncrease","totalTestResults","totalTestResultsIncrease","totalTestsAntibody","totalTestsAntigen","totalTestsPeopleAntibody","totalTestsPeopleAntigen","totalTestsPeopleViral","totalTestsPeopleViralIncrease","totalTestsViral","totalTestsViralIncrease"
"2020-04-25","TX","B",623,,30,,,,1597,0,,,294789,14775,,,,,,23773,23773,967,0,,,,,32051,9986,,0,318562,15742,,,,,,0,318562,15742
"2020-04-24","TX","A",593,,32,,,,1674,0,,,280014,13897,,,,,,22806,22806,862,0,,,,,30597,9156,,0,302820,14759,,,,,,0,302820,14759
"2020-04-23","TX","A",561,,18,,,,1649,0,,,266117,11394,,,,,,21944,21944,875,0,,,,,29283,8025,,0,288061,12269,,,,,,0,288061,12269
"2020-04-22","TX","A",543,,26,,,,1678,0,,,254723,11960,,,,,,21069,21069,873,0,,,,,28133,7341,,0,275792,12833,,,,,,0,275792,12833
"2020-04-21","TX","A",517,,22,,,,1419,0,,,242763,13029,,,,,,20196,20196,738,0,,,,,26963,6486,,0,262959,13767,,,,,,0,262959,13767
"2020-04-20","TX","A",495,,18,,,,1411,0,,,229734,2827,,,,,,19458,19458,535,0,,,,,25388,5706,,0,249192,3362,,,,,,0,249192,3362
"2020-04-19","TX","A",477,,24,,,,1471,0,,,226907,5651,,,,,,18923,18923,663,0,,,,,25049,5334,,0,245830,6314,,,,,,0,245830,6314
"2020-04-18","TX","A",453,,25,,,,1321,0,,,221256,11964,,,,,,18260,18260,889,0,,,,,24534,4806,,0,239516,12853,,,,,,0,239516,12853
"2020-04-17","TX","A",428,,35,,,,1522,0,,,209292,11731,,,,,,17371,17371,916,0,,,,,23484,4190,,0,226663,12647,,,,,,0,226663,12647
"2020-04-16","TX","A",393,,29,,,,1459,0,,,197561,10779,,,,,,16455,16455,963,0,,,,,22402,3677,,0,214016,11742,,,,,,0,214016,11742
"2020-04-15","TX","A",364,,46,,,,1538,0,,,186782,9005,,,,,,15492,15492,868,0,,,,,21409,3150,,0,202274,9873,,,,,,0,202274,9873
"2020-04-14","TX","A",318,,31,,,,1409,0,,,177777,8669,,,,,,14624,14624,718,0,,,,,20454,2580,,0,192401,9387,,,,,,0,192401,9387
"2020-04-13","TX","A",287,,16,,,,1176,0,,,169108,1761,,,,,,13906,13906,422,0,,,,,19242,2269,,0,183014,2183,,,,,,0,183014,2183
"2020-04-12","TX","A",271,,17,,,,1338,0,,,167347,3451,,,,,,13484,13484,923,0,,,,,18974,2014,,0,180831,4374,,,,,,0,180831,4374
"2020-04-11","TX","A",254,,28,,,,1514,0,,,163896,9426,,,,,,12561,12561,890,0,,,,,18484,1617,,0,176457,10316,,,,,,0,176457,10316
"2020-04-10","TX","A",226,,27,,,,1532,0,,,154470,8575,,,,,,11671,11671,1441,0,,,,,17430,1366,,0,166141,10016,,,,,,0,166141,10016
"2020-04-09","TX","A",199,,22,,,,1439,0,,,145895,8771,,,,,,10230,10230,877,0,,,,,16406,1101,,0,156125,9648,,,,,,0,156125,9648
"2020-04-08","TX","A",177,,23,,,,1491,0,,,137124,9682,,,,,,9353,9353,1092,0,,,,,15378,38,,0,146477,10774,,,,,,0,146477,10774
"2020-04-07","TX","A",154,,14,,,,1252,0,,,127442,9147,,,,,,8261,8261,988,0,,,,,14319,38,,0,135703,10135,,,,,,0,135703,10135
"2020-04-06","TX","A",140,,13,,,,1153,0,,,118295,6222,,,,,,7273,7273,480,0,,,,,13274,38,,0,125568,6702,,,,,,0,125568,6702
"2020-04-05","TX","A",127,,22,,,,827,0,,,112073,4244,,,,,,6793,6793,681,0,,,,,12693,38,,0,118866,4925,,,,,,0,118866,4925
"2020-04-04","TX","A",105,,15,,,,196,0,,,107829,8782,,,,,,6112,6112,788,0,,,,,12043,38,,0,113941,9570,,,,,,0,113941,9570
"2020-04-03","TX","A",90,,20,,,,196,0,,,99047,8408,,,,,,5324,5324,659,0,,,,,11059,38,,0,104371,9067,,,,,,0,104371,9067
"2020-04-02","TX","A",70,,12,,,,196,0,,,90639,8306,,,,,,4665,4665,669,0,,,,,10054,38,,0,95304,8975,,,,,,0,95304,8975
"2020-04-01","TX","A",58,,17,,,,196,0,,,82333,7379,,,,,,3996,3996,730,0,,,,,9091,38,,0,86329,8109,,,,,,0,86329,8109
"2020-03-31","TX","A",41,,7,,,,196,0,,,74954,7035,,,,,,3266,3266,392,0,,,,,8249,38,,0,78220,7427,,,,,,0,78220,7427
"2020-03-30","TX","A",34,,0,,,,,0,,,67919,2483,,,,,,2874,2874,322,0,,,,,7387,38,,0,70793,2805,,,,,,0,70793,2805
"2020-03-29","TX","A",34,,7,,,,,0,,,65436,3338,,,,,,2552,2552,504,0,,,,,6974,,,0,67988,3842,,,,,,0,67988,3842
"2020-03-28","TX","A",27,,4,,,,,0,,,62098,7978,,,,,,2048,2048,317,0,,,,,6498,,,0,64146,8295,,,,,,0,64146,8295
"2020-03-27","TX","A",23,,5,,,,,0,,,54120,6868,,,,,,1731,1731,337,0,,,,,5586,,,0,55851,7205,,,,,,0,55851,7205
"2020-03-26","TX","A",18,,6,,,,,0,,,47252,6352,,,,,,1394,1394,419,0,,,,,4726,,,0,48646,6771,,,,,,0,48646,6771
"2020-03-25","TX","A",12,,3,,,,,0,,,40900,6456,,,,,,975,975,263,0,,,,,3990,,,0,41875,6719,,,,,,0,41875,6719
"2020-03-24","TX","A",9,,1,,,,,0,,,34444,5652,,,,,,712,712,425,0,,,,,3226,,,0,35156,6077,,,,,,0,35156,6077
"2020-03-23","TX","A",8,,3,,,,,0,,,28792,1812,,,,,,287,287,24,0,,,,,2507,,,0,29079,1836,,,,,,0,29079,1836
"2020-03-22","TX",,5,,0,,,,,0,,,26980,2110,,,,,,263,263,28,0,,,,,2233,,,0,27243,2138,,,,,,0,27243,2138
"2020-03-21","TX",,5,,0,,,,,0,,,24870,4623,,,,,,235,235,60,0,,,,,1934,,,0,25105,4683,,,,,,0,25105,4683
"2020-03-20","TX",,5,,2,,,,,0,,,20247,4898,,,,,,175,175,67,0,,,,,1581,,,0,20422,4965,,,,,,0,20422,4965
"2020-03-19","TX",,3,,1,,,,,0,,,15349,4030,,,,,,108,108,26,0,,,,,1174,,,0,15457,4056,,,,,,0,15457,4056
"2020-03-18","TX",,2,,1,,,,,0,,,11319,3280,,,,,,82,82,19,0,,,,,867,,,0,11401,3299,,,,,,0,11401,3299
"2020-03-17","TX",,1,,1,,,,,0,,,8039,2599,,,,,,63,63,7,0,,,,,631,,,0,8102,2606,,,,,,0,8102,2606
"2020-03-16","TX",,,,0,,,,,0,,,5440,575,,,,,,56,56,0,0,,,,,430,,,0,5496,575,,,,,,0,5496,575
"2020-03-15","TX",,,,0,,,,,0,,,4865,496,,,,,,56,56,34,0,,,,,361,,,0,4921,530,,,,,,0,4921,530
"2020-03-14","TX",,,,0,,,,,0,,,4369,960,,,,,,22,22,0,0,,,,,302,,,0,4391,960,,,,,,0,4391,960
"2020-03-13","TX",,,,0,,,,,0,,,3409,655,,,,,,22,22,0,0,,,,,265,,,0,3431,655,,,,,,0,3431,655
"2020-03-12","TX",,,,0,,,,,0,,,2754,301,,,,,,22,22,4,0,,,,,239,,,0,2776,305,,,,,,0,2776,305
"2020-03-11","TX",,,,0,,,,,0,,,2453,132,,,,,,18,18,3,0,,,,,215,,,0,2471,135,,,,,,0,2471,135
"2020-03-10","TX",,,,0,,,,,0,,,2321,47,,,,,,15,15,3,0,,,,,209,,,0,2336,50,,,,,,0,2336,50
"2020-03-09","TX",,,,0,,,,,0,,,2274,11,,,,,,12,12,7,0,,,,,203,,,0,2286,18,,,,,,0,2286,18
"2020-03-08","TX",,,,0,,,,,0,,,2263,8,,,,,,5,5,0,0,,,,,202,,,0,2268,8,,,,,,0,2268,8
"2020-03-07","TX",,,,0,,,,,0,,,2255,24,,,,,,5,5,0,0,,,,,201,,,0,2260,24,,,,,,0,2260,24
"2020-03-06","TX",,,,0,,,,,0,,,2231,1281,,,,,,5,5,5,0,,,,,200,,,0,2236,1286,,,,,,0,2236,1286
"2020-03-05","TX",,,,0,,,,,0,,,950,930,,,,,,0,0,0,0,,,,,124,,,0,950,930,,,,,,0,950,930
"2020-03-04","TX",,,,0,,,,,0,,,20,14,,,,,,0,0,0,0,,,,,7,,,0,20,14,,,,,,0,20,14
"2020-03-03","TX",,,,0,,,,,0,,,6,0,,,,,,,,0,0,,,,,1,,,0,6,0,,,,,,0,6,6
