"date","state","dataQualityGrade","death","deathConfirmed","deathIncrease","deathProbable","hospitalized","hospitalizedCumulative","hospitalizedCurrently","hospitalizedIncrease","inIcuCumulative","inIcuCurrently","negative","negativeIncrease","negativeTestsAntibody","negativeTestsPeopleAntibody","negativeTestsViral","onVentilatorCumulative","onVentilatorCurrently","positive","positiveCasesViral","positiveIncrease","positiveScore","positiveTestsAntibody","positiveTestsAntigen","positiveTestsPeopleAntibody","positiveTestsPeopleAntigen","positiveTestsViral","recovered","totalTestEncountersViral","totalTestEncountersViralIncrease","totalTestResults","totalTestResultsIncrease","totalTestsAntibody","totalTestsAntigen","totalTestsPeopleAntibody","totalTestsPeopleAntigen","totalTestsPeopleViral","totalTestsPeopleViralIncrease","totalTestsViral","totalTestsViralIncrease"
"2020-05-29","IL","A",5270,5270,84,,,,3599,0,,980,734307,20174,,,,,593,117455,117455,1622,0,,,,,,,,0,851762,21796,,,,,,0,851762,21796
"2020-05-28","IL","A",5186,5186,103,,,,3649,0,,1009,714133,24466,,,,,576,115833,115833,1527,0,,,,,,,,0,829966,25993,,,,,,0,829966,25993
"2020-05-27","IL","A",5083,5083,160,,,,3826,0,,1031,689667,16068,,,,,592,114306,114306,1111,0,,,,,,,,0,803973,17179,,,,,,0,803973,17179
"2020-05-26","IL","A",4923,4923,39,,,,3788,0,,1035,673599,16052,,,,,590,113195,113195,1178,0,,,,,,,,0,786794,17230,,,,,,0,786794,17230
"2020-05-25","IL","A",4884,4884,28,,,,3762,0,,1025,657547,19930,,,,,605,112017,112017,1713,0,,,,,,,,0,769564,21643,,,,,,-747921,769564,769564
"2020-05-24","IL","A",4856,4856,66,,,,3667,0,,1007,637617,23166,,,,,632,110304,110304,2508,0,,,,,,,,0,747921,25674,,,,,747921,25674,,0
"2020-05-23","IL","A",4790,4790,75,,,,3753,0,,1027,614451,22762,,,,,607,107796,107796,2352,0,,,,,,,,0,722247,25114,,,,,722247,25114,,0
"2020-05-22","IL","A",4715,4715,108,,,,3928,0,,1060,591689,22355,,,,,589,105444,105444,2758,0,,,,,,,,0,697133,25113,,,,,697133,25113,,0
"2020-05-21","IL","A",4607,4607,82,,,,4107,0,,1088,569334,27039,,,,,609,102686,102686,2268,0,,,,,,,,0,672020,29307,,,,,672020,29307,,0
"2020-05-20","IL","A",4525,4525,146,,,,3914,0,,1005,542295,18641,,,,,554,100418,100418,2388,0,,,,,,,,0,642713,21029,,,,,642713,21029,,0
"2020-05-19","IL","A",4379,4379,145,,,,4002,0,,993,523654,16898,,,,,576,98030,98030,1545,0,,,,,,,,0,621684,18443,,,,,621684,18443,,0
"2020-05-18","IL","A",4234,4234,57,,,,4120,0,,1096,506756,19003,,,,,636,96485,96485,2294,0,,,,,,,,0,603241,21297,,,,,603241,603241,,-581944
"2020-05-17","IL","A",4177,4177,48,,,,4190,0,,1144,487753,18561,,,,,735,94191,94191,1734,0,,,,,,,,0,581944,20295,,,,,,-561649,581944,581944
"2020-05-16","IL","A",4129,4129,71,,,,4306,0,,1135,469192,20959,,,,,653,92457,92457,2088,0,,,,,,,,0,561649,23047,,,,,561649,23047,,0
"2020-05-15","IL","A",4058,4058,130,,,,4367,0,,1129,448233,24133,,,,,675,90369,90369,2432,0,,,,,,,,0,538602,26565,,,,,538602,49243,,0
"2020-05-14","IL","A",3928,3928,136,,,,4473,0,,1132,424100,19439,,,,,689,87937,87937,3239,0,,,,,,,,0,512037,22678,,,,,489359,17668,,0
"2020-05-13","IL","A",3792,3792,191,,,,4563,0,,1208,404661,15991,,,,,714,84698,84698,1677,0,,,,,,,,0,489359,17668,,,,,471691,471691,,0
"2020-05-12","IL","A",3601,3601,142,,,,4626,0,,1215,388670,25252,,,,,730,83021,83021,4014,0,,,,,,,,0,471691,29266,,,,,,0,,0
"2020-05-11","IL","A",3459,,53,,,,4319,0,,1248,363418,11175,,,,,730,79007,79007,1266,0,,,,,,,,0,442425,12441,,,,,,0,,0
"2020-05-10","IL","A",3406,,57,,,,4293,0,,1232,352243,11997,,,,,709,77741,77741,1656,0,,,,,,,,0,429984,13653,,,,,,0,,0
"2020-05-09","IL","A",3349,,108,,,,4739,0,,1215,340246,14292,,,,,739,76085,76085,2325,0,,,,,,,,0,416331,16617,,,,,,0,,0
"2020-05-08","IL","A",3241,,130,,,,4750,0,,1222,325954,17784,,,,,727,73760,73760,2887,0,,,,,,,,0,399714,20671,,,,,,0,,0
"2020-05-07","IL","A",3111,,137,,,,4862,0,,1253,308170,15142,,,,,766,70873,70873,2641,0,,,,,,,,0,379043,17783,,,,,,0,,0
"2020-05-06","IL","A",2974,,136,,,,4832,0,,1231,293028,12704,,,,,780,68232,68232,2270,0,,,,,,,,0,361260,14974,,,,,,0,,0
"2020-05-05","IL","A",2838,,176,,,,4780,0,,1266,280324,11017,,,,,780,65962,65962,2122,0,,,,,,,,0,346286,13139,,,,,,0,,0
"2020-05-04","IL","A",2662,,44,,,,4493,0,,1232,269307,11493,,,,,763,63840,63840,2341,0,,,,,,,,0,333147,13834,,,,,,0,,0
"2020-05-03","IL","A",2618,,59,,,,4701,0,,1232,257814,16423,,,,,759,61499,61499,2994,0,,,,,,,,0,319313,19417,,,,,,0,,0
"2020-05-02","IL","A",2559,,102,,,,4717,0,,1250,241391,12758,,,,,789,58505,58505,2450,0,,,,,,,,0,299896,15208,,,,,,0,,0
"2020-05-01","IL","A",2457,,102,,,,4900,0,,1263,228633,11684,,,,,777,56055,56055,3137,0,,,,,,,,0,284688,14821,,,,,,0,,0
"2020-04-30","IL","A",2355,,140,,,,4953,0,,1289,216949,10637,,,,,785,52918,52918,2563,0,,,,,,,,0,269867,13200,,,,,,0,,0
"2020-04-29","IL","A",2215,,90,,,,5036,0,,1290,206312,12225,,,,,777,50355,50355,2253,0,,,,,,,,0,256667,14478,,,,,,0,,0
"2020-04-28","IL","A",2125,,142,,,,4738,0,,1245,194087,12342,,,,,778,48102,,2219,0,,,,,,,,0,242189,14561,,,,,,0,,0
"2020-04-27","IL","A",1983,,50,,,,4672,0,,1249,181745,10696,,,,,763,45883,,1980,0,,,,,,,,0,227628,12676,,,,,,0,,0
"2020-04-26","IL","A",1933,,59,,,,4595,0,,1267,171049,11209,,,,,772,43903,,2126,0,,,,,,,,0,214952,13335,,,,,,0,,0
"2020-04-25","IL","A",1874,,79,,,,4699,0,,1244,159840,9866,,,,,763,41777,,2119,0,,,,,,,,0,201617,11985,,,,,,0,,0
"2020-04-24","IL","A",1795,,107,,,,4828,0,,1225,149974,13592,,,,,709,39658,,2724,0,,,,,,,,0,189632,16316,,,,,,0,,0
"2020-04-23","IL","A",1688,,123,,,,4877,0,,1268,136382,7144,,,,,766,36934,,1826,0,,,,,,,,0,173316,8970,,,,,,0,,0
"2020-04-22","IL","A",1565,,97,,,,4665,0,,1220,129238,7300,,,,,747,35108,,2049,0,,,,,,,,0,164346,9349,,,,,,0,,0
"2020-04-21","IL","A",1468,,119,,,,4776,0,,1226,121938,5088,,,,,781,33059,,1551,0,,,,,,,,0,154997,6639,,,,,,0,,0
"2020-04-20","IL","A",1349,,59,,,,4599,0,,1239,116850,3889,,,,,757,31508,,1151,0,,,,,,,,0,148358,5040,,,,,,0,,0
"2020-04-19","IL","A",1290,,31,,,,4314,0,,1196,112961,4717,,,,,749,30357,,1197,0,,,,,,,,0,143318,5914,,,,,,0,,0
"2020-04-18","IL","A",1259,,125,,,,4340,0,,1192,108244,5656,,,,,740,29160,,1585,0,,,,,,,,0,137404,7241,,,,,,0,,0
"2020-04-17","IL","A",1134,,62,,,,4454,0,,1196,102588,5732,,,,,777,27575,,1842,0,,,,,,,,0,130163,7574,,,,,,0,,0
"2020-04-16","IL","A",1072,,124,,,,4423,0,,1248,96856,4520,,,,,797,25733,,1140,0,,,,,,,,0,122589,5660,,,,,,0,,0
"2020-04-15","IL","A",948,,80,,,,4283,0,,1189,92336,4967,,,,,796,24593,,1346,0,,,,,,,,0,116929,6313,,,,,,0,,0
"2020-04-14","IL","A",868,,74,,,,4283,0,,1189,87369,3626,,,,,796,23247,,1222,0,,,,,,,,0,110616,4848,,,,,,0,,0
"2020-04-13","IL","A",794,,74,,,,3680,0,,1166,83743,3860,,,,,821,22025,,1173,0,,,,,,,,0,105768,5033,,,,,,0,,0
"2020-04-12","IL","A",720,,43,,,,3680,0,,1166,79883,6914,,,,,821,20852,,1672,0,,,,,,,,0,100735,8586,,,,,,0,,0
"2020-04-11","IL","A",677,,81,,,,3680,0,,1166,72969,3329,,,,,821,19180,,1293,0,,,,,,,,0,92149,4622,,,,,,0,,0
"2020-04-10","IL","A",596,,68,,,,3680,0,,1166,69640,5205,,,,,821,17887,,1465,0,,,,,,,,0,87527,6670,,,,,,0,,0
"2020-04-09","IL","A",528,,66,,,,3680,0,,1166,64435,4447,,,,,821,16422,,1344,0,,,,,,,,0,80857,5791,,,,,,0,,0
"2020-04-08","IL","A",462,,82,,,,3680,0,,1166,59988,4805,,,,,821,15078,,1529,0,,,,,,,,0,75066,6334,,,,,,0,,0
"2020-04-07","IL","A",380,,73,,,,3680,0,,1166,55183,4503,,,,,821,13549,,1287,0,,,,,,,,0,68732,5790,,,,,,0,,0
"2020-04-06","IL","A",307,,33,,,,,0,,,50680,2953,,,,,,12262,,1006,0,,,,,,,,0,62942,3959,,,,,,0,,0
"2020-04-05","IL","A",274,,31,,,,,0,,,47727,4503,,,,,,11256,,899,0,,,,,,,,0,58983,5402,,,,,,0,,0
"2020-04-04","IL","A",243,,33,,,,,0,,,43224,4080,,,,,,10357,,1453,0,,,,,,,,0,53581,5533,,,,,,0,,0
"2020-04-03","IL","A",210,,53,,,,,0,,,39144,3183,,,,,,8904,,1209,0,,,,,,,,0,48048,4392,,,,,,0,,0
"2020-04-02","IL","A",157,,16,,,,,0,,,35961,2557,,,,,,7695,,715,0,,,,,,,,0,43656,3272,,,,,,0,,0
"2020-04-01","IL","A",141,,42,,,,,0,,,33404,4173,,,,,,6980,,986,0,,,,,,,,0,40384,5159,,,,,,0,,0
"2020-03-31","IL","A",99,,26,,,,,0,,,29231,3842,,,,,,5994,,937,0,,,,,,,,0,35225,4779,,,,,,0,,0
"2020-03-30","IL","A",73,,8,,,,,0,,,25389,2223,,,,,,5057,,461,0,,,,,,,,0,30446,2684,,,,,,0,,0
"2020-03-29","IL","A",65,,18,,,,,0,,,23166,1166,,,,,,4596,,1105,0,,,,,,,,0,27762,2271,,,,,,0,,0
"2020-03-28","IL","A",47,,13,,,,,0,,,22000,3484,,,,,,3491,,465,0,,,,,,,,0,25491,3949,,,,,,0,,0
"2020-03-27","IL","A",34,,8,,,,,0,,,18516,4423,,,,,,3026,,488,0,,,,,,,,0,21542,4911,,,,,,0,,0
"2020-03-26","IL","A",26,,7,,,,,0,,,14093,1749,,,,,,2538,,673,0,,,,,,,,0,16631,2422,,,,,,0,,0
"2020-03-25","IL","A",19,,3,,,,,0,,,12344,2410,,,,,,1865,,330,0,,,,,,,,0,14209,2740,,,,,,0,,0
"2020-03-24","IL","A",16,,4,,,,,0,,,9934,1351,,,,,,1535,,262,0,,,,,,,,0,11469,1613,,,,,,0,,0
"2020-03-23","IL","A",12,,3,,,,,0,,,8583,1312,,,,,,1273,,224,0,,,,,,,,0,9856,1536,,,,,,0,,0
"2020-03-22","IL",,9,,3,,,,,0,,,7271,1783,,,,,,1049,,296,0,,,,,,,,0,8320,2079,,,,,,0,,0
"2020-03-21","IL",,6,,1,,,,,0,,,5488,1792,,,,,,753,,168,0,,,,,,,,0,6241,1960,,,,,,0,,0
"2020-03-20","IL",,5,,1,,,,,0,,,3696,971,,,,,,585,,163,0,,,,,,,,0,4281,1134,,,,,,0,,0
"2020-03-19","IL",,4,,3,,,,,0,,,2725,962,,,,,,422,,134,0,,,,,,,,0,3147,1096,,,,,,0,,0
"2020-03-18","IL",,1,,0,,,,,0,,,1763,423,,,,,,288,,129,0,,,,,,,,0,2051,552,,,,,,0,,0
"2020-03-17","IL",,1,,1,,,,,0,,,1340,408,,,,,,159,,66,0,,,,,,,,0,1499,474,,,,,,0,,0
"2020-03-16","IL",,,,0,,,,,0,,,932,483,,,,,,93,,29,0,,,,,,,,0,1025,512,,,,,,0,,0
"2020-03-15","IL",,,,0,,,,,0,,,449,133,,,,,,64,,18,0,,,,,,,,0,513,151,,,,,,0,,0
"2020-03-14","IL",,,,0,,,,,0,,,316,22,,,,,,46,,14,0,,,,,,,,0,362,36,,,,,,0,,0
"2020-03-13","IL",,,,0,,,,,0,,,294,28,,,,,,32,,7,0,,,,,,,,0,326,35,,,,,,0,,0
"2020-03-12","IL",,,,0,,,,,0,,,266,22,,,,,,25,,6,0,,,,,,,,0,291,28,,,,,,0,,0
"2020-03-11","IL",,,,0,,,,,0,,,244,0,,,,,,19,,0,0,,,,,,,,0,263,0,,,,,,0,,0
"2020-03-10","IL",,,,0,,,,,0,,,244,53,,,,,,19,,12,0,,,,,,,,0,263,65,,,,,,0,,0
"2020-03-09","IL",,,,0,,,,,0,,,191,0,,,,,,7,,1,0,,,,,,,,0,198,1,,,,,,0,,0
"2020-03-08","IL",,,,0,,,,,0,,,191,0,,,,,,6,,0,0,,,,,,,,0,197,0,,,,,,0,,0
"2020-03-07","IL",,,,0,,,,,0,,,191,11,,,,,,6,,1,0,,,,,,,,0,197,12,,,,,,0,,0
"2020-03-06","IL",,,,0,,,,,0,,,180,15,,,,,,5,,0,0,,,,,,,,0,185,15,,,,,,0,,0
"2020-03-05","IL",,,,0,,,,,0,,,165,41,,,,,,5,,1,0,,,,,,,,0,170,42,,,,,,0,,0
"2020-03-04","IL",,,,0,,,,,0,,,124,0,,,,,,4,,0,0,,,,,,,,0,128,0,,,,,,0,,0
